Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,United States,USA,..,..,..,..,..,..,..,..,..,..,14650000000,15570000000,17050000000,19090000000,21660000000,22270000000,24910000000,27630000000,31690000000,36230000000,40970000000,44880000000,51040000000,54260000000,66910000000,72030000000,80158000000,90786000000,98615000000,102510000000,117670000000,118500000000,119552000000,123771000000,133075000000,141410000000,152550000000,165953000000,180676000000,196743000000,220929000000,222038000000,233479000000,252342000000,290605000000,312222000000,349331000000,385465000000,420650000000,407541000000,436450000000,458189000000,469611000000,465735000000,491084000000,498310000000,513090000000,555068000000,565397000000,593316000000,467111000000,569831000000,713892000000,748195000000
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.9208362436141,89.7451182071164,90.6870885586941,90.0702562855759,90.8153554387691,90.4111192642738,90.1322785177954,89.7082682984063,89.6168504272848,89.1451768143313,90.3339074946418,90.4935589362786,90.5256400757283,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.8229287844789,63.5833282830377,62.5709259790241,61.3006673218433,62.541468806109,63.0157654393488,62.9236129817923,62.4043589843411,62.0334657453398,62.7231931063883,63.0964212821521,62.7344542075025,66.8690424823749,65.7334191252823,64.7982061516417,65.1632411251064,65.1674412760895,64.9019974464847,67.0009977683349,67.9588532993538,67.1166720622468,66.8658461527451,67.6711634824727,69.5597799800588,..,..,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.8090492019168,72.4198294636204,72.6898605797924,72.8184193038851,74.0174745738702,74.8637351831458,74.6040475103544,74.1637695179811,74.0256951405827,73.7013894817179,73.9220562298729,74.6195153820665,76.514323590297,76.2771861278755,75.9014773523032,76.1638107920711,75.6476660748857,75.580105062784,76.3690739266245,76.987521420599,76.5036033516448,76.2769100268409,76.6775368697057,77.1756474033846,76.6817607300762,..,..
"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-3.38784760157976,-4.97180333034505,-0.253454599204147,-3.4358777022877,0.232163335157182,-0.83302538035224,3.57537969647181,-0.680826353266951,-0.470838662890543,-6.84694686839681,6.16181919608105,7.11533313838899,..
"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.10639855377575,4.73461348956094,4.97677633934086,2.67476092673189,3.57701592111368,2.10795991410504,3.13142796723056,3.30767273729226,3.64012363400184,2.80385849115605,1.45160724940108,-0.65211813108651,2.48000975066469,2.83065440709531,1.77503260035294,2.14923094399072,2.64856994752631,1.44772357420801,1.88776311921872,2.91219349544494,2.81728692586343,2.61711632959533,-4.65932293291394,5.6246648505122,3.89513533440756,2.13050007488498
"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Services, value added (constant 2015 US$)",NV.SRV.TOTL.KD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6787892263.05968,6557928817.82779,6231881494.46137,6216086504.1967,6002509374.0441,6016445000,5966326486.15507,6179645311.96628,6137572658.14398,6108674593.10644,5690416889.35319,6041050089.57839,6470890928.50884,..
"Services, value added (constant 2015 US$)",NV.SRV.TOTL.KD,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,642796439052.53,669192222729.505,700875887977.949,735756913338.98,755436651772.7,782458741080.538,798952657686.926,823971284654.667,851225558200.306,882211220923.019,906947175150.801,920112486093.528,914112265745.321,936782339067.827,963299409633.541,980398288193.544,1001469311577.75,1027993926797.9,1042876437217.58,1062563473978.4,1093507378352.57,1124314618756.25,1153739240239.75,1099982803233.23,1161853149328.37,1207108901881.78,1232826357940.32
"Services, value added (constant 2015 US$)",NV.SRV.TOTL.KD,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13971736585000,..,..,..,..,..,..,..,..
"Services, value added (constant LCU)",NV.SRV.TOTL.KN,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6359436000,6143988000,5838521000,5823723000,5623627000,5636683000,5589728000,5789582000,5750165000,5723091000,5331234000,5659735000,6062444000,..
"Services, value added (constant LCU)",NV.SRV.TOTL.KN,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,821999218000,855753782000,896270416000,940875790000,966041968000,1000597443000,1021689636000,1053683111000,1088535500000,1128159538000,1159791535000,1176627153000,1168954154000,1197944331000,1231853995000,1253719805000,1280665139000,1314584451000,1333616000000,1358791511000,1398362149000,1437758023000,1475385823000,1406642833000,1485761778000,1543634210000,1576521338000
"Services, value added (constant LCU)",NV.SRV.TOTL.KN,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Services, value added (current LCU)",NV.SRV.TOTL.CN,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5899476000,5665332000,5784193000,5823723000,5824886000,6016445000,6219047000,6407248000,6475693000,6617661000,6221429000,6593910000,7086329000,..
"Services, value added (current LCU)",NV.SRV.TOTL.CN,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,569738000000,598026000000,630663000000,678024000000,715809000000,752211000000,789529000000,833550000000,881851000000,938699000000,995447000000,1039535000000,1050736000000,1095149000000,1149561000000,1190666000000,1239647000000,1294728000000,1333616000000,1376529000000,1436727000000,1494901000000,1565615000000,1544593000000,..,..,..
"Services, value added (current LCU)",NV.SRV.TOTL.CN,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6159458536000,6563276616000,7000885499000,7464581210000,7832476607000,8181938471000,8546975401000,9060733083000,9652356220000,10182276636000,10699646961000,11021199447000,11077795034000,11478931620000,11840427051000,12379642957000,12769842707000,13308249200000,13971736585000,14477436424000,15003964723000,15756152124000,16502075586000,16456124708000,18092318398000,..,..
"Services, value added (current US$)",NV.SRV.TOTL.CD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5899476000,5665332000,5784193000,5823723000,5824886000,6016445000,6219047000,6407248000,6475693000,6617661000,6221429000,6593910000,7086329000,..
"Services, value added (current US$)",NV.SRV.TOTL.CD,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,411482016466.85,403118301314.459,424488793161.473,456551074001.751,462170067148.76,479329000191.168,563506530583.113,640699461952.344,727719920779.006,827485014104.372,926773112373.15,974259606373.008,919198670282.565,1063135094444.7,1162043486792.77,1191422859004.54,1203380290480.1,1171967739994.99,1042876437217.58,1038407705074.71,1106932213882.61,1153655963674.7,1179999119728.08,1151690655351.56,..,..,..
"Services, value added (current US$)",NV.SRV.TOTL.CD,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6159458536000,6563276616000,7000885499000,7464581210000,7832476607000,8181938471000,8546975401000,9060733083000,9652356220000,10182276636000,10699646961000,11021199447000,11077795034000,11478931620000,11840427051000,12379642957000,12769842707000,13308249200000,13971736585000,14477436424000,15003964723000,15756152124000,16502075586000,16456124708000,18092318398000,..,..
"Services, value added per worker (constant 2015 US$)",NV.SRV.EMPL.KD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Services, value added per worker (constant 2015 US$)",NV.SRV.EMPL.KD,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61622.7773121799,62649.0836263908,63821.4385943314,65266.9174237331,65651.620907601,66501.4901798146,66069.3629723337,67045.9871880918,68144.1265478394,69020.0766986338,68876.86693338,68677.0695373444,68351.5359672626,68855.4037132976,69903.4514822859,70458.946721118,70920.905493401,72272.9325138108,72568.4246437235,73178.1417208418,73481.465053983,74333.916754955,74339.7377601272,75077.1793664558,75474.1044281383,74971.3244356993,..
"Services, value added per worker (constant 2015 US$)",NV.SRV.EMPL.KD,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,116726.860447038,..,..,..,..,..,..,..,..
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Bermuda,BMU,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,..
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Canada,CAN,1.057,1.056,1.054,1.054,1.056,1.056,1.054,1.052,1.057,1.057,1.06,1.062,1.061,1.06,1.058,1.056,1.056,1.057,1.054,1.058,1.056,1.055,1.054,1.057,1.057,1.057,1.052,1.05,1.05,1.051,1.054,1.054,1.054,1.057,1.058,1.054,1.056,1.054,1.051,1.053,1.055,1.054,1.054,1.052,1.054,1.053,1.055,1.051,1.052,1.053,1.053,1.053,1.057,1.054,1.051,1.051,1.052,1.055,1.052,1.053,1.054,1.054,1.054,..
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,United States,USA,1.049,1.05,1.048,1.052,1.048,1.051,1.049,1.05,1.053,1.053,1.054,1.052,1.051,1.052,1.055,1.054,1.053,1.053,1.053,1.052,1.053,1.052,1.051,1.052,1.05,1.052,1.051,1.05,1.05,1.05,1.049,1.046,1.05,1.05,1.048,1.049,1.047,1.048,1.047,1.049,1.048,1.046,1.048,1.049,1.049,1.049,1.049,1.047,1.048,1.048,1.048,1.049,1.047,1.049,1.048,1.048,1.047,1.048,1.046,1.047,1.047,1.048,1.048,..
SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3971.8,..,..,..,..,..,..,..,..,..,4935.1,..,..,..,..,4163.8,..,..,4208.8,..,4050,..,..,..,..,..,..,..,..,..,..,..,..,..
SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42182.5,..,..,..,..,..,..,..,..,..,45930.1,..,..,..,..,41952.9,..,..,42528.6,..,41202,..,..,..,..,..,..,..,..,..,..,..,..,..
"Share of tariff lines with international peaks, all products (%)",TM.TAX.MRCH.IP.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.90309,67.09677,66.99983,65.3824,68.06493,63.81161,64.26066,63.39843,63.746,63.70781,62.84516,59.95472,60.3581,58.81205,58.81205,..,..
"Share of tariff lines with international peaks, all products (%)",TM.TAX.MRCH.IP.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.92023,..,..,..,13.26004,..,13.59058,12.45095,11.06351,10.38867,9.840958,9.640119,10.13896,10.34778,9.508335,7.658468,7.624135,7.579972,7.728516,7.910805,8.034308,7.634188,7.474881,8.397274,7.855266,7.85752,7.856117,7.660544,5.209977,5.225183,5.120376,5.176554,5.658379,..,..
"Share of tariff lines with international peaks, all products (%)",TM.TAX.MRCH.IP.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.21515,10.27702,10.56253,10.63137,10.56928,..,10.30339,10.0683,9.892367,9.840349,8.912813,8.745571,8.752975,8.777537,8.006728,6.543021,6.196935,6.004782,6.658692,5.787603,5.540192,5.468874,5.626895,5.443512,5.445902,5.575315,5.454132,5.355588,5.994655,5.555718,5.845908,5.737368,5.881855,..,..
"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.1083,74.3669,74.2385,73.03471,74.6862,71.63934,70.76529,69.66744,70.01266,70.5573,69.54196,67.38876,67.38876,65.84943,65.84943,..,..
"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.06409,..,..,..,15.0743,..,14.79871,13.39591,12.16562,11.39582,10.86859,10.59767,11.22468,11.5399,7.986491,8.124207,8.074893,8.019535,8.239651,8.418102,8.697151,8.158904,7.961274,9.278472,8.667514,8.631402,8.654757,8.349237,5.197579,5.181158,4.969921,5.164937,5.774917,..,..
"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.87731,10.96623,11.40789,11.41503,11.50841,..,9.609604,9.187134,8.960987,8.688624,7.934903,7.795129,7.72047,7.731103,6.973958,5.2148,5.03807,4.836478,5.418488,4.775193,4.460267,4.432086,4.451167,4.341097,4.288975,4.38129,4.354247,4.221258,4.948077,4.592044,4.753657,4.648269,4.8504,..,..
"Share of tariff lines with international peaks, primary products (%)",TM.TAX.TCOM.IP.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.87945,30.87945,30.87945,26.92688,30.80995,23.92694,27.97541,28.92779,29.43201,28.31461,28.85271,22.75518,26.72287,28.86223,28.86223,..,..
"Share of tariff lines with international peaks, primary products (%)",TM.TAX.TCOM.IP.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.077283,..,..,..,5.120059,..,8.645152,8.776123,6.720176,6.405578,5.74298,5.836459,5.815494,5.729944,15.95368,5.85608,5.888726,5.862156,5.779496,5.939939,5.56413,5.726254,5.710382,5.676914,5.401003,5.514231,5.470802,5.651514,5.337267,5.450391,5.658461,5.289817,5.421543,..,..
"Share of tariff lines with international peaks, primary products (%)",TM.TAX.TCOM.IP.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.43632,7.448779,6.880548,7.246499,6.362529,..,13.44097,14.02975,14.1326,15.08398,13.40543,13.17543,13.5293,13.37968,12.51816,12.33872,11.39836,11.29889,11.89698,10.21107,10.21,9.981192,10.80362,10.19866,10.33102,10.66085,10.16535,10.13118,10.68281,9.839166,10.60377,10.33121,10.20189,..,..
"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.428866,0.4301075,0.4130183,0.4107451,0.4098361,0.6501361,0.8229898,0,0.6663113,0.8346533,0.2567153,0.2652005,0.2631241,0.2788622,0.2788622,..,..
"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5082424,..,..,..,3.356277,..,1.086578,0.0955965,0.1249454,0.2787189,1.163193,0.2890802,0.2870333,0.192467,0.1629114,0.0396856,0.1012496,0.0382806,0.0527516,0.0367738,0.0426784,0.1629235,0.1761066,0.1978509,0.203655,0,0.2047622,0.1832772,0.1670174,0.1701762,0.1698399,0.2438584,0.1904004,..,..
"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.527472,2.575912,2.678265,2.361926,2.161951,..,1.766131,1.769042,0.0190251,1.862939,1.492077,1.332068,1.257482,1.380526,1.302299,1.312698,1.27883,1.270525,1.522386,1.395904,1.358123,1.334619,1.194852,1.217692,1.164463,1.252218,1.303706,1.332513,0.9910344,0.8628309,0.9526508,1.144336,0.6896711,..,..
"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0.2367942,0.2481588,0,0.2770741,0.2337302,0.2636733,0.2737155,0.2737155,0.2772243,0.2772243,..,..
"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3819093,..,..,..,3.659002,..,0.1291711,0.0475594,0.0583704,0.012764,0.8151824,0.0828057,0.020845,0.0106158,0.1002466,0.0089532,0.0847744,0.0081057,0.0289556,0.0105856,0.010447,0.0077238,0.009148,0,0,0,0,0,0,0,0,0,0,..,..
"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.993606,2.422622,2.479013,2.097299,1.855357,..,1.623692,1.693548,0.0183055,1.74331,1.330285,1.165282,1.100724,1.146945,1.116597,1.127088,1.066466,1.077848,1.169052,1.045631,1.022664,0.9719422,0.8495145,0.8695003,0.8386346,0.9063012,0.9623579,1.015772,0.8460237,0.7313716,0.7898707,1.08762,0.7334799,..,..
"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.56917,2.56917,2.470356,2.470356,2.699841,2.739726,3.996487,0,2.796902,3.932584,0.2271867,0.2302379,0.2199413,0.2908033,0.2908033,..,..
"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.059719,..,..,..,2.022362,..,5.190032,0.2936757,0.3997482,1.368435,2.60564,1.137284,1.380996,0.9200882,0.4253424,0.1661452,0.1699488,0.1643005,0.1492934,0.1445743,0.1685484,0.7607343,0.8196721,0.8385705,0.8518047,0,0.8475366,0.7498013,0.7115112,0.7356356,0.6851465,0.9465989,0.724687,..,..
"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.479106,3.290311,3.640425,3.621849,3.649655,..,2.404806,2.096178,0.022564,2.396659,2.206745,2.083959,1.949744,2.373789,2.088727,2.107989,2.211174,2.123947,2.977224,2.886477,2.777158,2.880878,2.677168,2.685833,2.510761,2.695076,2.734098,2.641872,1.617376,1.42205,1.633823,1.376568,0.4981647,..,..
"Share of youth not in education, employment or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.48,..,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.821,24.856,24.266,23.025,22.297,21.49,23.955,23.278,22.103,20.248,18.921,17.853,16.486,15.806,16.631,17.285,17.919,17.913,17.627,17.167,17.317,17.401,16.233,15.032,14.683,13.766,13.485,12.921,13.038,12.772,12.002,12.301,12.289,12.842,12.964,12.928,12.675,12.554,12.766,12.646,12.089,11.547,11.613,11.219,16.681,11.364,10.286,10.842
"Share of youth not in education, employment or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.717,18.645,17.512,16.08,15.24,15.069,15.094,15.31,15.652,15.462,15.331,15.254,14.812,14.335,14.44,15.598,15.574,15.345,14.823,15.216,14.48,13.336,12.812,11.761,11.543,10.934,14.194,12.621,11.723,11.391
"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.772,12.001,12.303,12.289,12.838,12.961,12.927,12.674,12.554,12.764,12.644,12.088,11.545,11.612,11.218,16.68,11.364,10.289,10.848
"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.319,14.882,14.392,14.481,15.614,15.583,15.362,14.85,15.238,14.511,13.362,12.835,11.784,11.561,10.95,14.203,12.634,11.738,11.395
"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.18,..,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.616,15.548,15.322,14.147,14.668,14.65,20.004,20.256,18.111,16.51,15.665,14.033,12.815,12.297,13.764,16.53,16.868,16.644,15.8,14.972,15.222,14.439,14.396,13.465,13.151,12.922,12.972,13.444,13.132,12.788,12.403,11.596,12.546,14.981,14.409,13.447,13.803,13.254,14.288,13.859,13.636,12.564,12.77,12.813,18.973,14.178,12.838,12.578
